cs_year,complaint,date_occur,crime,description,ileads_address,ileads_street,neighborhood,region,gw_source,gw_address,gw_score,x,y
2017,17-046301,09/19/2017 10:30,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2229,SHENANDOAH AVE,23,South,NA,NA,NA,-90.21982372566161,38.60761062810466
2017,17-046240,09/19/2017 10:35,71030,AUTO THEFT-PERM RETNT/JOY RIDE,1211,OAKLEY PL,48,North NonHayden,NA,NA,NA,-90.28895080419188,38.66616140264334
2017,17-046282,09/19/2017 11:00,51122,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4762,BEACON AVE,72,North Hayden,NA,NA,NA,-90.25507717079438,38.69243677106153
2017,17-046235,09/19/2017 11:06,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,1729,OFALLON ST,61,North NonHayden,NA,NA,NA,-90.20165529302035,38.64069250224394
2017,17-046246,09/19/2017 11:12,44012,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",310,N 15TH ST,36,Downtown,NA,NA,NA,-90.20157758234059,38.63080975618162
2017,17-046287,09/19/2017 14:30,43013,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,118,E STEINS ST,2,South,NA,NA,NA,-90.2574791175337,38.54687148900774
2017,17-046273,09/19/2017 15:00,63701,LARCENY-SHOPLIFT UNDER $500,60,HAMPTON VILLAGE PLZ,7,South,NA,NA,NA,-90.29230990007903,38.59203849572073
2017,17-046288,09/19/2017 15:20,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4860,HAMMETT PL,55,North Hayden,NA,NA,NA,-90.25547213029398,38.66533284435523
2017,17-049577,09/19/2017 15:30,67601,"LARCENY-FROM BUILDING $500 - $24,999",3691,RUTGER ST,29,Midtown,NA,NA,NA,-90.24096097362978,38.62415410555017
2017,17-047945,09/19/2017 16:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4716,WESTMINSTER PL,38,Midtown,NA,NA,NA,-90.25867582762754,38.64871028014394
2017,17-046437,09/19/2017 16:00,69602,"LARCENY-ALL OTHER $500 - $24,999",5502,S GRAND BLVD,1,South,NA,NA,NA,-90.25317211825474,38.569438623517975
2017,17-046294,09/19/2017 16:20,69702,LARCENY-ALL OTHER UNDER $500,3671,HUMPHREY ST,15,South,NA,NA,NA,-90.2455322404396,38.59874507526689
